audio,age,id,sad,happy,lead_time,disgust,updated_at,annotation_id,fear,created_at,gender,annotator,mood,surprise,sentiment,notes,anger,anxiety
/data/local-files/?d=sample/1094_DIS_MD_DOG_02_ravdess.m4a,30s,86,None,None,71.02,Moderate,2023-02-14T13:28:29.014075Z,298,None,2023-01-28T22:49:14.332311Z,Male,2,Bad,A little,-1,,None,4
/data/local-files/?d=sample/1094_DIS_MD_DOG_02_ravdess.m4a,20s,86,None,None,22.483,Extremely,2023-01-26T12:35:26.206702Z,149,None,2023-01-26T12:35:26.206660Z,Male,1,Awful,None,-2,,A little,5
/data/local-files/?d=sample/1096_DIS_HI_DOG_01_ravdess.m4a,30s,87,A little,None,38.997,Moderate,2023-03-02T10:46:30.587265Z,628,None,2023-03-02T10:46:30.587221Z,Male,3,Bad,None,-1,,A little,4
/data/local-files/?d=sample/1096_DIS_HI_DOG_01_ravdess.m4a,30s,87,None,Moderate,11.3,None,2023-01-28T22:49:28.974383Z,299,None,2023-01-28T22:49:28.974341Z,Male,2,Meh,A little,0,,None,1
/data/local-files/?d=sample/1096_DIS_HI_DOG_01_ravdess.m4a,30s,87,None,None,22.871,Moderate,2023-01-26T12:34:11.320813Z,146,None,2023-01-26T12:34:11.320768Z,Male,1,Bad,None,-1,,A little,6
/data/local-files/?d=sample/1096_NEU_HI_DOG_02_ravdess.m4a,20s,88,None,Moderate,21.696,None,2023-03-02T10:07:08.000036Z,620,None,2023-03-02T10:07:07.999991Z,Male,3,Good,None,+1,,None,0 - None
/data/local-files/?d=sample/1096_NEU_HI_DOG_02_ravdess.m4a,50s,88,None,A little,119.964,None,2023-01-28T22:51:32.125460Z,300,None,2023-01-28T22:51:32.125382Z,Male,2,Good,None,+1,,None,1
/data/local-files/?d=sample/1096_NEU_HI_DOG_02_ravdess.m4a,30s,88,A little,None,23.152,A little,2023-01-26T12:31:12.526776Z,137,None,2023-01-26T12:31:12.526725Z,Male,1,Meh,None,0,,None,3
/data/local-files/?d=sample/1101_HAP_MD_DOG_01_ravdess.m4a,40s,89,Moderate,None,42.705,Moderate,2023-03-02T10:06:42.507484Z,619,Extremely,2023-03-02T10:06:42.507437Z,Female,3,Awful,Moderate,-3,,None,8
/data/local-files/?d=sample/1101_HAP_MD_DOG_01_ravdess.m4a,teens,89,None,None,16.353,None,2023-01-28T22:51:51.122514Z,301,Extremely,2023-01-28T22:51:51.122467Z,Female,2,Bad,None,-2,,None,6
/data/local-files/?d=sample/1101_HAP_MD_DOG_01_ravdess.m4a,30s,89,None,None,20.415,None,2023-01-26T12:30:47.308225Z,136,Extremely,2023-01-26T12:30:47.308185Z,Female,1,Awful,None,-3,,None,8
/data/local-files/?d=sample/1102_HAP_MD_KID_02_ravdess.m4a,30s,90,None,None,38.33,A little,2023-03-02T10:05:56.314113Z,618,Moderate,2023-03-02T10:05:56.314069Z,Male,3,Bad,Moderate,-2,,None,7
/data/local-files/?d=sample/1102_HAP_MD_KID_02_ravdess.m4a,50s,90,None,None,20.536,None,2023-01-28T22:52:18.626181Z,302,A little,2023-01-28T22:52:18.626138Z,Male,2,Bad,None,-1,,None,3
/data/local-files/?d=sample/1102_HAP_MD_KID_02_ravdess.m4a,40s,90,None,None,23.589,A little,2023-01-26T12:30:25.143087Z,135,Moderate,2023-01-26T12:30:25.143035Z,Male,1,Bad,Moderate,-1,,None,7
/data/local-files/?d=sample/1107_FEA_MD_DOG_01_ravdess.m4a,40s,91,A little,None,53.802,None,2023-03-02T12:07:18.867191Z,638,Extremely,2023-03-02T12:07:18.867146Z,Female,3,Awful,A little,-3,,None,8
/data/local-files/?d=sample/1107_FEA_MD_DOG_01_ravdess.m4a,50s,91,None,None,11.565,None,2023-01-28T22:52:33.601714Z,303,Extremely,2023-01-28T22:52:33.601670Z,Female,2,Bad,None,-2,,None,5
/data/local-files/?d=sample/1107_FEA_MD_DOG_01_ravdess.m4a,30s,91,Extremely,None,22.05,None,2023-01-26T12:38:08.127008Z,156,Moderate,2023-01-26T12:37:48.508945Z,Female,1,Awful,None,-3,,None,8
/data/local-files/?d=sample/1111_HAP_HI_KID_01_ravdess.m4a,teens,92,None,Moderate,53.268,None,2023-03-02T12:08:15.564219Z,639,None,2023-03-02T12:08:15.564174Z,Female,3,Good,Moderate,+2,,None,1
/data/local-files/?d=sample/1111_HAP_HI_KID_01_ravdess.m4a,30s,92,None,None,13.361,None,2023-01-28T22:52:49.944302Z,304,None,2023-01-28T22:52:49.944258Z,Female,2,Meh,None,0,,None,2
/data/local-files/?d=sample/1111_HAP_HI_KID_01_ravdess.m4a,20s,92,Moderate,None,22.976,A little,2023-01-26T12:38:32.718636Z,157,None,2023-01-26T12:38:32.718596Z,Female,1,Bad,None,-2,,None,7
/data/local-files/?d=sample/1111_HAP_MD_KID_02_ravdess.m4a,30s,93,None,Extremely,192.897,None,2023-03-02T12:11:31.524380Z,640,None,2023-03-02T12:11:31.524334Z,Female,3,Great,None,+3,,None,0 - None
/data/local-files/?d=sample/1111_HAP_MD_KID_02_ravdess.m4a,50s,93,None,Extremely,13.699,None,2023-01-28T22:53:06.042952Z,305,None,2023-01-28T22:53:06.042911Z,Female,2,Great,None,+3,,None,1
/data/local-files/?d=sample/1111_HAP_MD_KID_02_ravdess.m4a,teens,93,None,Moderate,22.147,None,2023-01-26T12:38:56.718015Z,158,None,2023-01-26T12:38:56.717974Z,Female,1,Good,None,+2,,None,4
/data/local-files/?d=sample/1113_DIS_HI_DOG_02_ravdess.m4a,20s,94,None,Moderate,22.297,None,2023-03-02T12:11:59.725036Z,641,None,2023-03-02T12:11:59.724988Z,Female,3,Good,A little,+1,,None,0 - None
/data/local-files/?d=sample/1113_DIS_HI_DOG_02_ravdess.m4a,30s,94,None,None,14.36,None,2023-01-28T22:53:22.836537Z,306,None,2023-01-28T22:53:22.836493Z,Female,2,Meh,None,0,,None,2
/data/local-files/?d=sample/1113_DIS_HI_DOG_02_ravdess.m4a,40s,94,None,None,21.003,A little,2023-01-26T12:39:19.323209Z,159,None,2023-01-26T12:39:19.323167Z,Female,1,Meh,None,-1,,None,4
/data/local-files/?d=sample/1113_FEA_MD_DOG_01_ravdess.m4a,40s,95,Moderate,None,33.878,A little,2023-03-02T18:24:05.709161Z,666,Moderate,2023-03-02T18:24:05.709115Z,Female,3,Awful,None,-2,,None,8
/data/local-files/?d=sample/1113_FEA_MD_DOG_01_ravdess.m4a,30s,95,None,None,11.522,None,2023-01-28T22:53:37.570417Z,307,Extremely,2023-01-28T22:53:37.570372Z,Female,2,Bad,None,-2,,None,4
/data/local-files/?d=sample/1113_FEA_MD_DOG_01_ravdess.m4a,40s,95,None,None,14.908,None,2023-01-26T12:39:46.121870Z,160,Moderate,2023-01-26T12:39:46.121815Z,Female,1,Meh,None,-1,,None,8
/data/local-files/?d=sample/112903_0.m4a,teens,96,A little,None,6188.361,A little,2023-03-02T20:07:36.235081Z,667,None,2023-03-02T20:07:36.235038Z,Female,3,Meh,None,-1,,None,1
/data/local-files/?d=sample/112903_0.m4a,30s,96,A little,None,12.271,None,2023-01-28T22:53:52.876653Z,308,None,2023-01-28T22:53:52.876608Z,Female,2,Meh,None,+1,,None,3
/data/local-files/?d=sample/112903_0.m4a,20s,96,None,None,29.033,A little,2023-01-26T12:40:16.807884Z,161,None,2023-01-26T12:40:16.807829Z,Female,1,Meh,None,-1,,None,5
/data/local-files/?d=sample/115-30-1280x720_5.m4a,50s,97,None,None,21.433,None,2023-03-02T10:04:39.581590Z,616,None,2023-03-02T10:04:39.581542Z,Male,3,Meh,None,0,,None,1
/data/local-files/?d=sample/115-30-1280x720_5.m4a,40s,97,None,None,19.913,None,2023-01-28T22:54:15.831866Z,309,None,2023-01-28T22:54:15.831823Z,Female,2,Meh,Moderate,0,,None,2
/data/local-files/?d=sample/115-30-1280x720_5.m4a,60s,97,None,None,16.806,None,2023-01-26T12:21:50.760894Z,116,None,2023-01-26T12:21:50.760850Z,Male,1,Meh,None,0,,None,5
/data/local-files/?d=sample/115-30-1280x720_7.m4a,50s,98,A little,A little,104.112,None,2023-03-02T10:04:13.336459Z,615,None,2023-03-02T10:04:13.336414Z,Male,3,Meh,None,0,,None,2
/data/local-files/?d=sample/115-30-1280x720_7.m4a,40s,98,None,A little,20.087,None,2023-01-28T22:54:47.556121Z,310,A little,2023-01-28T22:54:47.556081Z,Male,2,Good,None,+1,,None,2
/data/local-files/?d=sample/115-30-1280x720_7.m4a,60s,98,None,None,46.786,None,2023-01-26T12:21:31.951306Z,115,None,2023-01-26T12:21:31.951251Z,Male,1,Meh,None,0,,None,6
/data/local-files/?d=sample/11650_21.m4a,20s,99,None,A little,55.798,None,2023-03-02T10:02:13.287428Z,614,None,2023-03-02T10:02:13.287383Z,Male,3,Good,A little,0,,None,2
/data/local-files/?d=sample/11650_21.m4a,teens,99,None,Moderate,20.337,None,2023-01-28T22:55:12.117469Z,311,None,2023-01-28T22:55:12.117415Z,Male,2,Good,None,+1,,None,2
/data/local-files/?d=sample/11650_21.m4a,20s,99,None,None,26.294999999999998,Extremely,2023-01-26T12:20:43.348814Z,114,None,2023-01-26T12:20:08.624425Z,Male,1,Bad,None,-2,,Moderate,6
/data/local-files/?d=sample/126542_13.m4a,20s,100,None,A little,31.549,None,2023-03-02T10:01:13.820887Z,613,None,2023-03-02T10:01:13.820840Z,Male,3,Meh,None,+2,,None,1
/data/local-files/?d=sample/126542_13.m4a,30s,100,None,None,24.651,None,2023-01-28T22:55:40.068330Z,312,A little,2023-01-28T22:55:40.068289Z,Male,2,Meh,None,0,,None,3
/data/local-files/?d=sample/126542_13.m4a,20s,100,None,None,31.745,None,2023-01-26T12:20:04.398460Z,113,Moderate,2023-01-26T12:20:04.398417Z,Male,1,Bad,A little,-1,,None,7
/data/local-files/?d=sample/128258_12.m4a,20s,101,A little,None,45.116,None,2023-03-02T12:12:47.542336Z,642,None,2023-03-02T12:12:47.542282Z,Male,3,Meh,None,0,,A little,1
/data/local-files/?d=sample/128258_12.m4a,20s,101,None,None,26.443,A little,2023-01-30T08:26:03.012376Z,364,None,2023-01-30T08:26:03.012330Z,Male,1,Meh,None,-1,,None,3
/data/local-files/?d=sample/128258_12.m4a,40s,101,None,A little,8.791,None,2023-01-28T22:55:52.632425Z,313,None,2023-01-28T22:55:52.632369Z,Male,2,Good,None,+1,,None,3
/data/local-files/?d=sample/129733_1.m4a,20s,102,None,A little,35.202,None,2023-03-02T12:13:26.217726Z,643,None,2023-03-02T12:13:26.217680Z,Male,3,Meh,None,+1,,None,1
/data/local-files/?d=sample/129733_1.m4a,20s,102,None,None,18.906,None,2023-01-30T08:26:26.467691Z,365,None,2023-01-30T08:26:26.467648Z,Male,1,Meh,None,0,,None,2
/data/local-files/?d=sample/129733_1.m4a,40s,102,None,A little,16.307,None,2023-01-28T22:56:11.140718Z,314,None,2023-01-28T22:56:11.140672Z,Male,2,Meh,None,+1,,None,2
/data/local-files/?d=sample/136205_5.m4a,30s,103,A little,None,34.71,A little,2023-03-02T12:14:04.972793Z,644,None,2023-03-02T12:14:04.972745Z,Male,3,Meh,None,-1,,None,1
/data/local-files/?d=sample/136205_5.m4a,30s,103,A little,None,27.404,None,2023-01-30T08:27:00.019598Z,366,A little,2023-01-30T08:27:00.019555Z,Male,1,Meh,None,-1,,None,2
/data/local-files/?d=sample/136205_5.m4a,50s,103,None,A little,14.591,None,2023-01-29T00:01:26.272288Z,315,None,2023-01-29T00:01:26.272243Z,Male,2,Meh,None,0,,None,1
/data/local-files/?d=sample/139006_0.m4a,20s,104,A little,None,50.636,A little,2023-03-02T12:14:58.296352Z,645,None,2023-03-02T12:14:58.296304Z,Female,3,Bad,None,-1,,None,2
/data/local-files/?d=sample/139006_0.m4a,teens,104,A little,None,30.973,A little,2023-01-30T08:27:36.512434Z,367,A little,2023-01-30T08:27:36.512391Z,Female,1,Bad,None,-1,,A little,5
/data/local-files/?d=sample/139006_0.m4a,20s,104,A little,None,11.926,None,2023-01-29T00:01:44.880169Z,316,None,2023-01-29T00:01:44.880123Z,Female,2,Meh,None,+1,,None,3
/data/local-files/?d=sample/186631_1.m4a,40s,105,A little,A little,54.802,None,2023-03-02T12:15:55.875718Z,646,None,2023-03-02T12:15:55.875669Z,Female,3,Meh,None,0,,None,1
/data/local-files/?d=sample/186631_1.m4a,40s,105,A little,None,42.237,None,2023-01-30T08:28:22.474359Z,368,A little,2023-01-30T08:28:22.474312Z,Female,1,Meh,None,-1,,None,5
/data/local-files/?d=sample/186631_1.m4a,50s,105,Moderate,None,15.152,None,2023-01-29T00:02:03.255086Z,317,None,2023-01-29T00:02:03.255033Z,Female,2,Good,None,+1,,None,2
/data/local-files/?d=sample/189966_12.m4a,50s,106,None,None,26.406,A little,2023-03-02T12:16:24.864906Z,647,None,2023-03-02T12:16:24.864858Z,Female,3,Bad,None,-1,,Moderate,5
/data/local-files/?d=sample/189966_12.m4a,40s,106,A little,None,20.414,A little,2023-01-30T08:28:46.491875Z,369,None,2023-01-30T08:28:46.491830Z,Female,1,Bad,None,-2,,Moderate,5
/data/local-files/?d=sample/189966_12.m4a,40s,106,A little,None,16.21,None,2023-01-29T00:02:22.951376Z,318,None,2023-01-29T00:02:22.951329Z,Female,2,Meh,None,+1,,None,2
/data/local-files/?d=sample/18QjfdhJEM4_15.m4a,50s,107,A little,None,36.431,A little,2023-03-02T12:17:04.498028Z,648,None,2023-03-02T12:17:04.497983Z,Female,3,Bad,None,-2,,Moderate,4
/data/local-files/?d=sample/18QjfdhJEM4_15.m4a,40s,107,None,None,19.709,A little,2023-01-30T08:29:12.363997Z,370,None,2023-01-30T08:29:12.363951Z,Male,1,Bad,None,-1,,A little,5
/data/local-files/?d=sample/18QjfdhJEM4_15.m4a,50s,107,A little,None,24.664,None,2023-01-29T00:02:53.317371Z,319,None,2023-01-29T00:02:53.317312Z,Male,2,Bad,None,0,,None,2
/data/local-files/?d=sample/193291_3.m4a,50s,108,A little,None,56.768,None,2023-03-08T10:48:50.459078Z,760,None,2023-03-08T10:48:50.459033Z,Female,3,Meh,None,-1,,None,3
/data/local-files/?d=sample/193291_3.m4a,20s,108,A little,None,22.221,None,2023-01-31T06:54:16.251752Z,468,None,2023-01-31T06:54:16.251710Z,Female,1,Bad,None,-2,,None,4
/data/local-files/?d=sample/193291_3.m4a,50s,108,A little,None,24.689,A little,2023-01-29T00:03:21.671821Z,320,None,2023-01-29T00:03:21.671777Z,Female,2,Meh,None,+1,,None,2
/data/local-files/?d=sample/197778_16.m4a,40s,109,None,A little,106.823,None,2023-03-09T07:07:02.509768Z,761,None,2023-03-09T07:07:02.509729Z,Female,3,Meh,None,+1,,None,1
/data/local-files/?d=sample/197778_16.m4a,30s,109,A little,None,63.063,None,2023-02-15T07:00:25.978988Z,469,None,2023-01-31T06:55:00.508789Z,Female,1,Bad,None,0,,None,4
/data/local-files/?d=sample/197778_16.m4a,20s,109,A little,None,20.461,None,2023-01-29T00:03:45.538817Z,321,None,2023-01-29T00:03:45.538773Z,Female,2,Bad,None,0,,None,2
/data/local-files/?d=sample/1A-aRhYx-GQ_12.m4a,20s,110,None,A little,29.087,None,2023-03-09T07:07:35.204639Z,762,None,2023-03-09T07:07:35.204596Z,Male,3,Good,None,+1,,None,0 - None
/data/local-files/?d=sample/1A-aRhYx-GQ_12.m4a,30s,110,A little,None,52.164,None,2023-01-31T06:55:57.894681Z,470,A little,2023-01-31T06:55:57.894639Z,Male,1,Bad,None,-1,,None,6
/data/local-files/?d=sample/1A-aRhYx-GQ_12.m4a,40s,110,None,A little,12.381,None,2023-01-29T00:04:00.904264Z,322,None,2023-01-29T00:04:00.904219Z,Male,2,Meh,None,+1,,None,1
/data/local-files/?d=sample/1F0qH0EEBfo_22.m4a,40s,111,None,Moderate,29.594,None,2023-03-09T07:08:08.049550Z,763,None,2023-03-09T07:08:08.049494Z,Male,3,Good,None,+2,,None,3
/data/local-files/?d=sample/1F0qH0EEBfo_22.m4a,60s,111,None,None,28.322,None,2023-01-31T06:56:29.448674Z,471,None,2023-01-31T06:56:29.448628Z,Male,1,Meh,None,0,,None,6
/data/local-files/?d=sample/1F0qH0EEBfo_22.m4a,30s,111,None,A little,11.579,None,2023-01-29T00:04:14.999309Z,323,A little,2023-01-29T00:04:14.999263Z,Male,2,Meh,None,+1,,None,2
/data/local-files/?d=sample/1mHjMNZZvFo_0.m4a,20s,112,None,Moderate,31.913,None,2023-03-09T07:08:42.884160Z,764,None,2023-03-09T07:08:42.884118Z,Female,3,Good,None,+2,too much background music,None,0 - None
/data/local-files/?d=sample/1mHjMNZZvFo_0.m4a,20s,112,None,Moderate,71.72800000000001,None,2023-01-31T06:58:21.717766Z,472,None,2023-01-31T06:57:41.142206Z,Female,1,Great,None,+1,,None,2
/data/local-files/?d=sample/1mHjMNZZvFo_0.m4a,30s,112,None,Moderate,80.872,None,2023-01-29T00:05:42.639915Z,324,None,2023-01-29T00:05:42.639871Z,Female,2,Good,None,+1,Started with an instrument sound,None,1
/data/local-files/?d=sample/1sJjdaXXuJg_2.m4a,teens,113,None,Extremely,3363.898,None,2023-03-09T08:04:49.400087Z,765,None,2023-03-09T08:04:49.400041Z,Female,3,Great,Moderate,+3,,None,1
/data/local-files/?d=sample/1sJjdaXXuJg_2.m4a,20s,113,None,Moderate,25.249,None,2023-01-31T06:58:16.275781Z,473,None,2023-01-31T06:58:16.275738Z,Female,1,Great,None,+2,,None,3
/data/local-files/?d=sample/1sJjdaXXuJg_2.m4a,20s,113,None,A little,192.743,None,2023-02-14T13:28:56.336518Z,325,None,2023-01-29T00:08:47.534050Z,Female,2,Good,None,+2,,None,2
/data/local-files/?d=sample/214095_14.m4a,20s,114,A little,None,21.587,None,2023-03-09T08:05:14.229219Z,766,None,2023-03-09T08:05:14.229171Z,Male,3,Meh,None,-1,,None,1
/data/local-files/?d=sample/214095_14.m4a,20s,114,None,None,39.443,A little,2023-01-31T06:59:19.198992Z,474,None,2023-01-31T06:59:19.198951Z,Male,1,Bad,A little,-1,,None,6
/data/local-files/?d=sample/214095_14.m4a,30s,114,None,A little,57.245,None,2023-01-29T00:09:48.582714Z,326,None,2023-01-29T00:09:48.582666Z,Male,2,Good,None,0,,None,1
/data/local-files/?d=sample/215259_3.m4a,30s,115,None,A little,507.13,None,2023-03-09T08:13:44.095560Z,767,None,2023-03-09T08:13:44.095517Z,Male,3,Meh,None,0,,None,1
/data/local-files/?d=sample/215259_3.m4a,30s,115,Moderate,None,25.962,A little,2023-01-31T06:59:48.487468Z,475,None,2023-01-31T06:59:48.487423Z,Male,1,Bad,None,-1,,None,5
/data/local-files/?d=sample/215259_3.m4a,50s,115,None,None,43.933,None,2023-01-29T00:10:36.904098Z,327,None,2023-01-29T00:10:36.904056Z,Male,2,Meh,None,0,,None,2
/data/local-files/?d=sample/220200_10.m4a,50s,116,A little,None,19.163,None,2023-01-31T07:00:12.168132Z,476,None,2023-01-31T07:00:12.168090Z,Male,1,Bad,None,-1,,None,5
/data/local-files/?d=sample/220200_10.m4a,40s,116,A little,None,13.587,None,2023-01-29T00:10:53.113681Z,328,None,2023-01-29T00:10:53.113635Z,Male,2,Meh,None,0,,None,1
/data/local-files/?d=sample/220200_10.m4a,20s,116,A little,None,50.776,A little,2023-01-26T14:53:45.203008Z,165,None,2023-01-26T14:53:45.202968Z,Male,3,Meh,None,-1,,None,1
/data/local-files/?d=sample/220200_6.m4a,30s,117,Moderate,None,23.936,A little,2023-01-31T07:01:11.252315Z,477,A little,2023-01-31T07:01:11.252271Z,Male,1,Bad,None,-2,,None,6
/data/local-files/?d=sample/220200_6.m4a,40s,117,A little,None,15.204,None,2023-01-29T00:11:11.304567Z,329,None,2023-01-29T00:11:11.304509Z,Male,2,Bad,None,-1,,A little,2
/data/local-files/?d=sample/220200_6.m4a,teens,117,A little,None,39.384,A little,2023-01-26T14:52:43.040065Z,164,None,2023-01-26T14:52:43.040024Z,Male,3,Bad,A little,-1,,None,2
/data/local-files/?d=sample/227416_2.m4a,40s,118,A little,None,40.4,None,2023-01-31T07:01:56.898002Z,478,A little,2023-01-31T07:01:56.897962Z,Female,1,Bad,None,-1,,None,5
/data/local-files/?d=sample/227416_2.m4a,40s,118,A little,None,38.481,None,2023-01-29T00:11:56.809644Z,330,None,2023-01-29T00:11:56.809601Z,Female,2,Meh,None,0,,None,2
/data/local-files/?d=sample/227416_2.m4a,30s,118,None,Moderate,7043.648,None,2023-01-26T14:52:51.962829Z,163,None,2023-01-26T14:51:57.596226Z,Female,3,Good,None,+2,,None,0 - None
/data/local-files/?d=sample/22880_0.m4a,20s,119,None,None,23.007,A little,2023-01-31T07:02:25.004485Z,479,A little,2023-01-31T07:02:25.004443Z,Male,1,Bad,None,-1,,None,5
/data/local-files/?d=sample/22880_0.m4a,50s,119,None,None,96.42,None,2023-01-29T00:13:35.988849Z,331,None,2023-01-29T00:13:35.988803Z,Male,2,Good,None,+1,,None,1
/data/local-files/?d=sample/22880_0.m4a,20s,119,None,Moderate,1310.889,None,2023-01-26T12:54:37.052890Z,162,None,2023-01-26T12:54:37.052848Z,Male,3,Good,None,+2,,None,0 - None
/data/local-files/?d=sample/229090_22.m4a,30s,120,Moderate,None,36.113,Moderate,2023-01-31T07:03:06.960972Z,480,A little,2023-01-31T07:03:06.960929Z,Female,1,Bad,None,-1,,A little,6
/data/local-files/?d=sample/229090_22.m4a,40s,120,None,A little,19.181,None,2023-01-29T00:13:57.617771Z,332,None,2023-01-29T00:13:57.617726Z,Female,2,Meh,None,+1,,None,1
/data/local-files/?d=sample/229090_22.m4a,20s,120,None,A little,20459.619,Moderate,2023-01-26T12:32:43.889600Z,142,None,2023-01-26T12:32:43.889556Z,Female,3,Meh,None,-1,,A little,0 - None
/data/local-files/?d=sample/238023_38.m4a,20s,121,A little,None,28.084,A little,2023-03-09T08:15:10.962225Z,769,None,2023-03-09T08:15:10.962165Z,Female,3,Meh,None,-1,,None,2
/data/local-files/?d=sample/238023_38.m4a,30s,121,Moderate,None,44.81,A little,2023-01-31T07:05:21.624892Z,482,A little,2023-01-31T07:05:21.624844Z,Female,1,Bad,A little,-1,,None,7
/data/local-files/?d=sample/238023_38.m4a,40s,121,None,None,16.981,None,2023-01-29T00:14:18.138325Z,333,A little,2023-01-29T00:14:18.138280Z,Female,2,Meh,None,0,,None,2
/data/local-files/?d=sample/239235_7.m4a,teens,122,None,A little,26.39,None,2023-03-09T08:15:50.968629Z,770,None,2023-03-09T08:15:50.968579Z,Female,3,Good,None,+1,,None,1
/data/local-files/?d=sample/239235_7.m4a,30s,122,A little,None,32.279,A little,2023-01-31T07:05:57.295673Z,483,None,2023-01-31T07:05:57.295626Z,Female,1,Bad,None,-1,,None,6
/data/local-files/?d=sample/239235_7.m4a,40s,122,None,A little,10.95,None,2023-01-29T00:14:31.859786Z,334,None,2023-01-29T00:14:31.859744Z,Female,2,Meh,None,+1,,None,2
/data/local-files/?d=sample/243341_3.m4a,teens,123,A little,None,22.544,A little,2023-03-09T08:16:17.222234Z,771,None,2023-03-09T08:16:17.222189Z,Male,3,Bad,None,-1,,Moderate,5
/data/local-files/?d=sample/243341_3.m4a,20s,123,None,None,27.779,Moderate,2023-01-31T07:06:29.920162Z,484,None,2023-01-31T07:06:29.920122Z,Male,1,Bad,None,-2,,Moderate,7
/data/local-files/?d=sample/243341_3.m4a,20s,123,None,Moderate,18.63,None,2023-01-29T00:14:55.728579Z,335,None,2023-01-29T00:14:55.728527Z,Male,2,Good,None,+2,,None,1
/data/local-files/?d=sample/244261_15.m4a,teens,124,None,None,20.135,None,2023-03-09T08:16:46.723586Z,772,None,2023-03-09T08:16:46.723544Z,Male,3,Meh,None,0,,None,1
/data/local-files/?d=sample/244261_15.m4a,20s,124,None,None,67.913,Moderate,2023-01-31T07:07:42.101899Z,485,A little,2023-01-31T07:07:42.101855Z,Male,1,Bad,None,-1,,None,6
/data/local-files/?d=sample/244261_15.m4a,40s,124,None,A little,14.261,None,2023-01-29T00:15:13.115872Z,336,None,2023-01-29T00:15:13.115825Z,Male,2,Good,None,0,,None,2
/data/local-files/?d=sample/244623_11.m4a,teens,125,None,A little,24.102,None,2023-03-09T08:20:53.579611Z,773,None,2023-03-09T08:20:53.579566Z,Male,3,Meh,None,0,,None,3
/data/local-files/?d=sample/244623_11.m4a,20s,125,A little,None,24.392,A little,2023-01-31T07:08:14.952533Z,486,None,2023-01-31T07:08:14.952492Z,Male,1,Bad,None,-1,,A little,5
/data/local-files/?d=sample/244623_11.m4a,20s,125,None,A little,15.915,None,2023-01-29T00:15:32.291991Z,337,None,2023-01-29T00:15:32.291950Z,Male,2,Meh,None,+1,,None,1
/data/local-files/?d=sample/251826_6.m4a,30s,126,A little,None,27.739,Moderate,2023-03-09T08:21:24.342774Z,774,None,2023-03-09T08:21:24.342729Z,Male,3,Bad,None,-1,,A little,5
/data/local-files/?d=sample/251826_6.m4a,30s,126,Moderate,None,21.88,Moderate,2023-01-31T07:08:43.919071Z,487,A little,2023-01-31T07:08:43.919027Z,Male,1,Bad,None,-1,,A little,5
/data/local-files/?d=sample/251826_6.m4a,40s,126,None,A little,24.851,None,2023-01-29T00:16:00.185029Z,338,None,2023-01-29T00:16:00.184979Z,Male,2,Good,None,+1,,None,1
/data/local-files/?d=sample/255224_6.m4a,30s,127,A little,None,49.608,A little,2023-03-09T08:22:17.539390Z,775,None,2023-03-09T08:22:17.539347Z,Male,3,Bad,None,-1,,None,2
/data/local-files/?d=sample/255224_6.m4a,20s,127,Moderate,None,25.308,Moderate,2023-01-31T07:11:18.041615Z,488,None,2023-01-31T07:10:52.964180Z,Male,1,Awful,None,-1,,A little,7
/data/local-files/?d=sample/255224_6.m4a,50s,127,A little,None,18.012,A little,2023-01-29T00:16:28.449555Z,339,None,2023-01-29T00:16:28.449513Z,Male,2,Bad,None,0,,None,2
/data/local-files/?d=sample/255852_7.m4a,20s,128,None,A little,29.845,None,2023-03-09T08:22:50.801748Z,776,None,2023-03-09T08:22:50.801703Z,Male,3,Meh,None,+1,,None,2
/data/local-files/?d=sample/255852_7.m4a,20s,128,A little,None,40.294,Moderate,2023-01-31T07:12:03.819649Z,489,A little,2023-01-31T07:12:03.819603Z,Male,1,Bad,None,-2,,A little,6
/data/local-files/?d=sample/255852_7.m4a,20s,128,None,A little,15.595,None,2023-01-29T00:16:47.663804Z,340,None,2023-01-29T00:16:47.663760Z,Male,2,Meh,None,0,,None,1
/data/local-files/?d=sample/257045_10.m4a,40s,129,None,Moderate,26.247,None,2023-03-09T08:23:20.778560Z,777,None,2023-03-09T08:23:20.778514Z,Female,3,Good,None,+1,,None,3
/data/local-files/?d=sample/257045_10.m4a,40s,129,None,None,27.518,Moderate,2023-01-31T07:37:14.706785Z,490,A little,2023-01-31T07:37:14.706742Z,Female,1,Bad,None,-1,,None,6
/data/local-files/?d=sample/257045_10.m4a,30s,129,A little,None,30.381999999999998,None,2023-01-29T00:17:33.602086Z,341,None,2023-01-29T00:17:09.194972Z,Female,2,Meh,None,0,,None,2
/data/local-files/?d=sample/261900_36.m4a,30s,130,A little,None,33.409,None,2023-03-09T08:23:57.186020Z,778,A little,2023-03-09T08:23:57.185977Z,Male,3,Bad,None,-1,,None,5
/data/local-files/?d=sample/261900_36.m4a,20s,130,None,None,20.125,None,2023-01-31T07:37:38.171802Z,491,None,2023-01-31T07:37:38.171746Z,Male,1,Meh,None,0,,None,3
/data/local-files/?d=sample/261900_36.m4a,50s,130,None,A little,10.728,None,2023-01-29T00:17:46.827347Z,342,None,2023-01-29T00:17:46.827301Z,Male,2,Meh,None,+1,,None,2
/data/local-files/?d=sample/266396_60.m4a,20s,131,None,None,105.09,None,2023-03-09T08:25:45.310021Z,779,None,2023-03-09T08:25:45.309978Z,Male,3,Bad,A little,-1,,A little,6
